"id","target","f0","f1","f2","f3","f5","f6","f7","f9","f10","f11","f13","f14","f15","f16","f18","f19","f20","f22","f23","f24"
218,0,1034.5,13,5.0183,7.1,6.1,31,13,0,2.1,10.7,0,5,20,9.9,4,1033.1,5,2.4,50,74
219,1,1013.3,23,5.005,16.5,2.6,41,4,1,4.6,18.2,5.6,8,11,17.3,5,1012.9,8,13.9,50,74
220,0,1023.1,13,5.0184,16.6,3.6,46,31,0,4.6,17.5,0,8,20,17,4,1024.5,2,7.3,64,38
221,1,1027.9,7,5.0226,17.5,0,48,22,1,1,18.1,8.6,8,30,17.6,7,1024.9,7,15.4,54,81
222,0,1023,34,5.0144,8.7,9.2,28,7,1,0.2,16.7,3,2,17,16.1,12,1022.4,1,3.4,57,95
223,0,1027.3,44,5.027,8.5,7,41,24,0,1.8,15.7,0,3,26,14.9,5,1024.2,7,4.6,45,99
224,0,1015.7,40,5.0078,22,11,30,6,0,7.4,30.3,0,3,9,28.9,2,1012.9,1,16.7,51,81
225,0,1021.3,3,5.0133,20.4,6.7,30,9,0,4.6,29.5,0,5,7,28.8,3,1019,6,15.6,37,45
226,0,1022.7,44,5.0281,15.9,13.5,39,22,0,15,26.2,0,2,17,24.3,9,1020.6,2,11.9,40,38
227,0,1013.8,46,5.0185,34,11.5,44,15,0,11,42.6,0,4,33,40.8,9,1008.8,1,22.8,38,15
228,0,1018.7,34,5.0144,16,13.6,35,9,0,3.4,26.5,0,1,19,24.9,8,1015.1,3,5.7,39,59
229,0,1025.9,34,5.0276,12.2,7,39,24,1,3.2,15.2,9.4,7,17,13.8,11,1025.9,6,4.6,59,58
230,0,1011.5,33,5.0013,17.6,11,24,11,1,8,30.1,2.6,5,11,26.7,12,1010.6,0,11.4,65,64
231,0,1016.7,21,5.0178,23.2,10,26,2,0,2.8,26.6,0,3,13,24.6,12,1013.1,5,17.7,66,73
232,1,1017.3,47,5.0137,9.8,7.4,50,22,0,2.4,13.3,1,7,30,11.8,3,1019,5,6.2,65,90
233,0,1024.5,16,5.0186,17.3,10.8,41,13,0,4.8,24,0,1,30,22.7,10,1020.1,4,3.8,42,60
234,1,1013.3,36,5.0255,19.2,2.3,43,9,1,3.4,27.7,6.4,7,22,26.2,8,1009.7,7,18.6,51,97
235,0,1011.6,28,5.0219,2.1,6.7,57,19,0,1.4,7.7,0,7,17,6.1,4,1008.9,3,-2.4,58,51
236,0,1020.4,18,5.0286,29.4,13.1,44,20,0,9.8,39.6,0,1,17,38.7,3,1014.5,0,13.8,42,29
237,1,1028.6,6,5.0072,2.9,3.3,48,7,0,2,12,0,7,19,11.6,10,1024.7,7,1.6,64,99
238,0,1006.1,24,5.0201,19.7,9.8,41,15,0,9.4,29.2,0,3,17,27.4,8,1004.3,1,12.9,42,48
239,1,1018.2,28,5.0016,8.8,2.4,44,20,0,0.8,13.6,0,7,13,12.3,3,1015.3,7,2.5,66,100
240,0,1016.4,25,5.0286,19.1,4,54,20,1,3.4,22.4,1.2,7,28,19.4,8,1016.7,7,17.2,64,75
241,0,1011.7,39,5.0132,32.1,4.9,31,15,0,8,40.5,0,2,4,39.3,0,1006,2,27.1,38,54
242,0,1016.1,14,5.0263,18.7,10.5,31,9,0,6.8,30,0,1,17,26.5,5,1013,7,16,49,70
243,1,1016.8,21,5.005,18.2,0,22,7,1,3.4,22.1,14.6,8,11,20.1,6,1013.7,8,17,64,91
244,0,1012.4,32,5.0281,19.5,12.6,35,2,0,6.6,28.7,0,2,22,27.7,13,1009.6,2,13.3,37,46
245,1,1037.1,8,5.0092,15.7,5.4,52,35,0,5.6,16.9,0,1,20,14.9,7,1035.9,7,14.2,66,67
246,0,1015.6,4,5.0121,27.7,9.9,41,20,0,8,36.1,0,5,11,35.1,2,1012.4,3,14.9,46,15
247,0,1014.2,10,5.0135,13.5,5.8,28,17,1,4.4,19.2,1.8,2,15,18.3,6,1011.4,8,12.2,55,61
248,0,1014.3,3,5.021,24.2,13.2,41,11,0,10.8,35.3,0,0,19,32.8,9,1011.4,0,19.9,37,49
249,0,1022.8,33,5.0132,7.3,11.3,24,0,0,2.2,16.2,0,2,7,15.8,6,1018.7,0,0.4,44,72
250,0,1017.2,0,5.0135,28,10.6,43,26,0,9.8,30.3,0,1,31,29,10,1014.2,3,23.1,54,64
251,1,993.8,35,5.0231,10.9,2,81,43,1,0.8,13.7,4,8,39,13.5,8,994.4,6,9.5,56,70
252,0,1035.5,18,5.0251,12.8,7.2,28,17,0,3,20.6,0,7,13,17.9,10,1033.8,6,9,57,82
253,1,1030.2,35,5.0168,8.3,7.1,20,6,1,0.8,10.9,2.4,5,7,10.3,11,1027.9,5,3.5,58,94
254,1,1021.1,29,5.0276,19.7,0,41,28,1,5.8,20.5,38,8,15,18.9,10,1020.4,8,17.5,62,92
255,0,1007.6,4,5.0176,22.1,8.3,56,11,1,5.2,34.4,21,3,26,31.9,3,1003.6,7,20.5,50,79
256,0,1022.5,11,5.0128,21.5,6.8,33,22,0,3,26.4,0,1,26,23,13,1018.1,0,12.9,64,60
257,0,1018.6,17,5.0264,11.5,8.7,43,20,0,1.8,15.9,0.2,2,20,15,6,1018.3,1,10.1,42,65
258,1,1019,2,5.0101,14.4,1,28,9,1,3,16.9,3.6,7,11,15.6,4,1019.3,6,12.7,64,76
259,0,1013.1,16,5.0269,23.6,13.3,35,7,0,14.8,31.4,0,6,22,28.1,9,1011.4,0,11,41,57
260,0,1020.6,48,5.028,18.6,13.3,19,0,0,11.4,37.9,0,0,6,37.1,8,1014.3,0,11.1,39,57
261,0,1025.7,26,5.0258,15.4,8.2,50,19,0,3.6,17.6,0,2,17,17.1,10,1022.5,8,12.4,60,51
262,0,1021.8,17,5.0175,7.4,6.8,44,19,0,0.6,19.5,0,5,15,16.4,7,1015,0,4.8,49,73
263,0,1016.5,44,5.0118,18.3,6,37,13,0,6.2,27.5,0,6,17,27.2,7,1014.1,7,13.5,43,65
264,0,1019.3,8,5.012,22.9,5.8,46,13,0,8.6,27.7,0,8,28,24.7,13,1015.5,7,19.3,66,69
265,0,1022.1,38,5.0306,7.6,8.7,35,13,0,2.6,15.2,0,5,22,14.7,8,1018.4,7,5.4,49,88
266,0,1019.5,24,5.0132,17.7,11.1,31,17,0,9,28.1,0,1,11,26.6,11,1017.3,1,12.4,37,47
267,1,1008.6,9,5.0143,14,3.8,52,22,0,2.8,17.7,0,7,26,15.4,4,1003.8,6,10.1,63,75
268,0,1021,17,5.0153,11.6,0.4,31,7,0,4.2,16.4,0,7,20,14.6,7,1018.8,8,11.2,56,78
269,0,1022.2,37,5.0269,5.1,9.1,20,9,0,1,13.9,0,1,9,12.9,6,1018.9,1,-1.7,50,76
270,0,1022.2,43,5.0268,20.3,12.5,35,17,0,8,31.2,0,1,7,29.8,6,1016.8,0,13.8,38,53
271,0,1015.8,32,5.0223,22.4,11.3,28,0,0,7,32.7,0,0,15,32.2,7,1013.4,5,16.9,40,47
272,0,1013.8,28,5.0164,7.9,6,74,31,0,1,13,0.2,7,54,11.7,13,1011.2,5,6,52,99
273,0,1008.3,9,5.021,11.9,8.1,33,13,0,0.6,14.2,0.1,8,20,13.5,6,1007,7,2.2,59,78
274,0,1012.9,15,5.0158,20.3,11.9,56,9,0,8,30.9,0,2,24,29.8,12,1009.1,1,14.4,44,57
275,0,1021.8,37,5.0188,8.5,9.6,28,6,0,2.4,16.6,0,2,17,16.1,13,1019.6,1,1.8,42,75
276,0,1000.6,22,5.0165,9.3,5.5,70,24,1,4.8,17.7,3.8,1,41,16.6,13,1003,7,8.3,40,87
277,0,1018.4,48,5.0263,10.7,10.2,20,0,0,3,19.9,0,7,7,19.1,4,1016.2,1,3.6,40,69
278,0,1023.8,17,5.0256,9,6,24,17,0,6.4,16.1,0,5,15,13.8,4,1018.6,7,5.5,56,74
279,0,1021.2,25,5.027,15.9,7.9,57,26,1,7.4,18.3,4.4,7,24,15.6,5,1022.4,2,11.8,57,56
280,0,1017.5,16,5.0314,22.8,7.7,56,24,0,10,32.6,0,5,28,29.3,7,1014.5,1,19.2,44,60
281,1,1012.4,20,5.0259,14.4,4.5,52,17,1,3.4,18.4,17,6,20,17.9,9,1013.4,7,13.3,49,87
282,0,1018.1,9,5.0172,8.1,6,35,0,1,2.6,16.1,16.2,5,2,15.4,11,1015.5,6,7.1,66,96
283,0,1023.5,29,5.0141,20.6,0.3,50,15,0,3.8,21.8,0,8,35,20.2,4,1018.8,8,17.5,62,70
284,0,1030,22,5.0257,14.9,7.2,37,13,1,1.4,18.2,9.8,4,19,17.5,7,1027.9,6,10,42,75
285,0,1020,42,5.0143,10.8,3,43,26,0,2,16.7,0,8,26,14.2,4,1016.8,6,2.5,47,80
286,0,1034.9,47,5.0227,8.4,4.9,31,4,0,2.4,14.4,0.8,3,19,13.8,6,1033.9,4,5.8,61,95
287,1,1016.6,8,5.0153,15.7,7.8,72,44,1,2,17.6,42.2,7,31,13.7,12,1018.9,6,12.9,64,82
288,0,1023.3,18,5.0355,15,9.7,57,26,1,2,19.9,2,3,31,18.7,5,1020.9,6,10.7,49,84
289,0,1032.5,13,5.0135,8.7,9.4,37,24,0,1.4,13.8,0,2,17,13.2,6,1030,2,4.9,52,74
290,0,1010.9,41,5.0209,29.7,9.2,33,15,0,10.6,33.3,0,6,24,30.4,12,1006.6,2,24.8,66,66
291,1,1014.2,48,5.0136,22.1,6.7,31,4,1,4.6,27.4,6,8,4,25.5,7,1011.8,8,17.5,63,98
292,0,1028.4,7,5.0301,17,9.4,35,17,0,5.6,19.1,0,1,24,17.4,6,1025.9,3,13.7,58,64
293,0,1020.9,20,5.0173,12.3,8.4,28,13,0,2.6,20.3,0,4,9,19.6,9,1017.4,5,8.2,39,68
294,0,1016.8,41,5.0059,24.8,10.5,33,19,0,6.4,28.8,0,1,20,27.7,11,1012.6,2,18.9,49,64
295,1,1008.5,19,5.018,8.2,0.3,50,24,1,0.6,13.1,13.6,8,35,12.5,10,1007.5,8,6.6,52,98
296,0,995.7,36,5.0255,10.9,9.6,63,22,1,6.4,15.6,11.4,7,43,13.7,4,995.4,6,8.1,54,70
297,1,1006.9,19,5.0207,20.3,4.2,52,26,0,4.4,25.5,0,4,30,23.2,7,1005.4,8,15,60,60
298,0,1015.8,8,5.0125,24,3.1,22,9,1,4,26.8,3.6,8,13,25.8,8,1013.8,8,19.9,66,82
299,0,1013.9,34,5.0113,23.8,8.6,56,28,0,5.6,34.9,0,7,28,32.7,7,1010.9,3,10.5,47,16
300,1,1013.6,35,5.0229,17.2,10.1,28,13,0,6,30.2,0,1,13,29.3,10,1008.2,0,11.2,44,77
301,0,1018.3,28,5.0291,14.3,6.5,31,9,1,2.6,20,11,6,11,18.2,12,1016.8,7,9.1,61,94
302,0,1013.4,12,5.0179,24.8,4.6,43,17,1,2.2,25.9,2.2,7,28,24.7,5,1012.1,7,20.1,66,80
303,0,1023.2,8,5.0269,20,11,30,15,0,7,24,0,2,20,20.9,7,1022.2,1,14.4,56,60
304,0,1008.1,19,5.04,24.2,9.2,54,20,0,7.2,27.4,0,2,28,26,3,1006.8,2,9.8,40,28
305,0,1011.2,48,5.0194,19.1,10.7,24,0,1,3.8,26.4,1.6,2,9,26.2,9,1007.8,3,16.4,54,97
306,0,1023.4,18,5.0173,18.8,12.5,57,19,0,7.6,24.1,0,1,22,22.4,10,1020.7,0,8.9,37,49
307,0,1002,17,5.0277,9.3,4.1,50,17,0,2.8,15.7,0,7,26,14,7,1000,6,7,60,60
308,0,1024.3,21,5.0145,19.3,7.4,26,0,0,1.2,24.1,0,4,11,22.7,9,1020.5,7,16,65,87
309,0,1017.6,36,5.0017,18.6,10.7,52,7,0,5.2,34.5,0,6,22,33,6,1015,1,13,37,81
310,0,1023.8,18,5.0147,24.8,10,41,24,0,12,28.7,0,3,11,25.9,8,1022.3,0,16.8,43,32
311,1,1018.1,14,5.0146,12.2,3.2,50,17,1,2,15.3,2.8,7,30,13.5,11,1019.3,6,10.1,64,75
312,0,1027.5,30,5.0181,1.8,11.8,30,0,1,0.4,11.2,2.6,1,19,10.7,10,1024.4,1,-3.5,57,90
313,0,1029.3,36,5.0336,9.6,1.8,35,9,1,1.8,16,1.2,6,17,15.4,5,1027.9,7,7.9,53,93
314,0,1017.8,47,5.0104,16,14,39,17,0,4.6,29.1,0,3,6,25.2,7,1016,1,7.3,38,80
315,0,1016.8,23,5.022,26,0,22,0,0,4.4,28.5,0,7,15,23.8,11,1012.5,4,22.4,62,84
316,0,1025.7,9,5.0148,7.5,9.8,26,0,0,2.8,16.7,0,0,19,15.3,9,1022,7,4.3,66,99
317,0,1023.8,41,5.0208,23,6.8,33,17,0,6,26.5,0,7,22,24.5,8,1020.4,3,17,64,66
318,0,1017.6,12,5.0177,21,12.8,31,19,0,4.6,23.7,0,1,19,22.9,6,1015.1,1,15.4,47,47
319,0,1008.5,13,5.016,21.6,10.1,43,17,0,6.6,34.7,0,6,17,34.1,9,1004.2,6,14.6,46,42
320,1,1017.7,27,5.0233,13.8,1.6,72,46,1,3.2,16.1,1.4,8,41,14.9,10,1019.7,6,10.7,61,79
321,0,1021.9,6,5.0351,10.9,8.3,28,11,1,2.2,15.2,5,7,13,14,0,1020.6,3,6.9,44,58
322,0,1017,33,5.0218,17.6,9,24,7,0,6.6,30.2,0,5,11,28.8,7,1014.7,1,11,40,54
323,0,1028.2,19,5.0296,11.8,11,48,19,0,3.4,20.9,0,0,31,20.3,8,1026.8,0,7.3,48,79
324,0,1015.6,6,5.0183,10,9.1,31,17,0,1.8,15.8,0.2,6,17,14.9,10,1013.3,2,3.1,54,64
325,0,1022,25,5.0188,15.4,9.4,24,19,0,2.2,21.9,0,2,15,19.9,3,1018.6,4,11.5,60,58
326,1,1005.2,9,5.0293,6.1,1,59,6,1,1.8,11.2,7,8,31,10.2,10,996.6,8,1.2,60,86
327,0,1035.7,26,5.0246,13.3,9.6,39,6,0,4.2,18.6,0,0,20,17.3,7,1031.6,0,9.3,50,72
328,1,1012,42,5.0144,9.2,2.6,35,9,1,1.2,11.7,6.8,8,7,10.6,6,1008.1,8,6.7,65,95
329,0,1015.9,15,5.031,20,11,24,7,1,3,30.3,14,3,11,29.3,11,1013.4,1,16.9,41,92
330,0,1011.4,23,5.0232,16,10.8,50,28,0,5.8,23.4,0,1,28,22.8,0,1007.4,1,10.8,40,50
331,0,1014,18,5.029,20.7,6.2,35,2,0,5.2,26.8,0,4,7,24.3,10,1009.2,6,16.3,41,65
332,0,1010.9,15,5.0139,23.8,13.1,46,11,0,6.4,32.3,1,4,19,31.6,13,1008.6,1,16.4,41,60
333,0,1001.4,38,5.0118,15.1,10,87,39,1,8,21,5.4,2,56,20.1,7,1003.9,5,14,39,72
334,0,1017.7,19,5.0159,9.2,1.3,41,13,0,1,13.3,0.6,8,26,13.1,7,1014.7,8,6.7,58,92
335,0,1015.3,28,5.0241,4,5.8,74,22,0,5,9.8,0.8,8,20,8.5,6,1015.2,8,3.6,65,97
336,0,1016.6,23,5.0188,22,10.2,33,4,0,13,31.8,0,1,19,31.1,12,1012.5,5,17.3,42,53
337,0,1011.3,45,5.0039,20.5,12.8,31,9,0,6,25.7,0,0,19,23.4,10,1010.3,0,11.9,49,65
338,0,1016.9,2,5.0251,12.1,8.2,91,37,1,0.6,16.8,1.6,7,24,16.7,12,1015.5,3,6.7,56,82
339,0,1020.4,8,5.0137,20.6,10.8,30,7,0,3.8,23.3,0,3,19,22.1,13,1018.5,2,14.8,58,63
340,0,1016.7,34,5.0178,17.1,13.2,41,28,0,5.4,23,0,0,28,22,5,1014.7,3,9.6,55,64
341,0,1013.3,36,5.0282,10.5,0.5,72,37,0,4,11.8,0,7,30,10.8,5,1010.8,7,8.1,61,73
342,0,1011.7,5,5.0044,28.6,8.6,35,7,0,5.4,33.7,0,7,17,32.8,9,1008.4,3,24.1,44,80
343,0,1019.5,34,5.0272,13.3,0.2,30,11,0,3.2,15.9,0,7,15,15.6,9,1018.1,8,11.7,63,84
344,0,1027.7,30,5.0186,2.2,11,22,0,0,1,12.8,0,1,7,12.3,11,1024.8,1,-4.4,50,91
345,1,1010.8,37,5.0137,10.7,0,41,6,0,1.6,12.4,0,8,15,12.2,7,1004.1,8,7.9,64,81
346,0,1014.8,8,5.0222,22.9,8.5,35,9,0,5.2,27.3,0,5,20,25.8,11,1012,1,18,58,70
347,1,1013.5,48,5.013,15.2,9.6,39,15,1,3.2,19.5,12.8,1,20,16.2,1,1012,0,8.5,52,72
348,1,1013.3,23,5.0194,24,3.8,39,0,0,5.8,25.4,0.8,8,9,24.5,9,1009.5,7,19.8,66,80
349,0,1021.9,25,5.012,12.8,8.2,24,13,0,2.4,17.9,0,6,11,17.5,12,1018.7,6,10.6,62,85
350,0,1012.7,3,5.0146,28.5,11.9,33,11,0,10.2,37.1,0,3,15,35.4,5,1010.6,2,20.8,40,31
351,0,1027.8,47,5.028,10.2,10.1,33,15,0,2.4,22.1,0.2,4,22,20.9,10,1024.6,6,3.5,52,99
352,0,1012.2,14,5.0121,20.3,9.3,74,13,0,7,29.6,0,5,24,27.4,10,1008.9,7,19.1,62,73
353,0,1020.4,43,5.001,25.6,6.6,48,20,0,8.2,36,0,7,11,33.3,13,1016.9,5,23,54,62
354,0,1014,42,5.0149,14,0.6,28,13,1,2.8,18.5,25.8,8,13,16.8,8,1014.9,8,12.8,65,91
355,0,1017.4,32,5.0283,32.8,12.5,43,13,0,11.6,39,0,7,17,38.5,8,1015.7,2,26.8,59,36
356,0,1015.4,46,5.0281,31.4,9.2,50,15,0,18.2,38.2,0,2,15,36.9,5,1012.3,7,26.3,47,20
357,1,1013.7,27,5.0256,11.3,0.9,65,26,0,3,15.7,0.2,7,31,11.8,6,1016.9,8,10,64,89
358,0,1024,2,5.0276,17,11.1,30,15,0,2,22.2,0,3,15,18.4,10,1021.4,6,7.8,64,68
359,0,1031.4,38,5.022,9.1,9.5,31,20,0,1.5,18.3,0,2,13,17.3,12,1028.1,3,3.2,40,88
360,0,1019.2,9,5.0152,12.4,10.2,41,4,0,1.8,22.4,0,2,20,21,12,1016.3,7,7.5,63,85
361,0,1015,10,5.0126,19.9,10.3,41,7,0,6,26.1,0,6,22,19.5,10,1016.4,8,18,63,80
362,1,1018.9,8,5.019,22,1,39,20,0,4,25.4,0,8,26,22.7,6,1018.5,7,21.4,64,88
363,0,1017.4,34,5.0032,14.9,12.1,44,24,0,4,26.9,0,3,11,23.7,7,1012.5,8,6.5,40,55
364,0,1019,19,5.0331,10.7,7.4,43,20,0,2.8,19.9,0.2,3,22,18.1,10,1017.9,8,9.4,50,88
365,1,1010.8,39,5.0122,31.3,9.5,48,6,0,9.4,37.4,0,3,11,36,13,1005.6,2,27.7,39,59
366,0,1013.4,36,5.0209,21.7,13.4,59,15,0,6.6,31.3,0,6,24,25.4,3,1014.1,1,12.5,50,58
367,0,1025.4,32,5.0225,16.1,6.3,33,2,0,2.8,21.6,0.2,7,13,20.3,11,1024.9,3,11.4,45,75
368,1,1017.2,16,5.028,17.1,9.3,30,15,0,2.2,23.2,0,6,19,22,12,1012.1,1,10.3,46,73
369,0,1012.1,8,5.0255,20.4,4.6,33,2,0,1.6,24.9,0.2,7,11,22.9,13,1010.5,7,18.4,61,85
370,1,1015.6,7,5.0244,20.7,7.2,54,15,0,2.8,22.3,0,5,17,19.8,6,1012.3,4,15.1,60,69
371,0,1020.9,14,5.0071,14,1.4,35,11,0,2.2,18.5,0,7,17,17.9,6,1018,7,13.7,53,67
372,0,1005.8,46,5.0047,32.7,13.2,69,30,0,18,43.7,0,1,35,41.4,7,1000.3,1,26.4,42,20
373,1,1015.8,8,5.0224,21.2,3.8,43,15,0,2.4,24.7,0,1,20,24.1,9,1014.2,1,16.4,60,75
374,0,1031.3,40,5.0232,13.3,4.9,19,2,0,3.6,17.4,0.2,7,0,16.7,13,1028.8,7,7.1,59,84
375,0,1011.6,18,5.0129,10.1,11.2,50,19,1,0.6,13.4,2,5,26,12.3,7,1011.3,7,7.1,54,79
376,0,1010,18,5.0122,23.8,11.7,56,20,0,7.4,34.8,0,2,39,32,0,1008.1,0,15.8,50,48
377,1,1012,29,5.0015,18.1,1.8,81,26,1,6.4,21.4,1.4,6,31,20.3,5,1012.4,8,16.8,60,74
378,0,1014.4,5,5.0013,25.8,8,31,7,0,4.6,33.4,0,6,19,30.5,4,1010.6,6,24.3,62,86
379,0,1017.1,22,5.0114,24.7,8,70,13,0,9.4,27.6,0,7,44,25.1,6,1013.9,3,19,58,66
380,0,1028.4,45,5.0171,14.5,4.9,26,2,0,1.2,16.5,0.4,5,13,16.3,11,1027.2,7,10.2,62,73
381,0,1030,17,5.024,16.7,11.8,31,11,0,5.4,21.2,0,1,19,21,1,1026.4,6,10.9,52,59
382,0,1007.3,46,5.0301,31.9,13.5,65,19,0,10.2,40.1,0,7,20,38.7,7,1001.6,5,22.6,47,29
383,0,1013.5,29,5.0187,17.3,5.9,54,28,1,4.6,20.5,1.4,5,15,19.9,12,1012.8,7,16.1,54,64
384,0,1019.5,35,5.0235,14.6,0,17,2,1,0.2,15.6,10.2,8,9,14.3,8,1018.4,7,11.8,65,97
385,0,1024.3,10,5.0027,22.7,10.9,30,13,0,3.4,26.4,0,4,13,25.5,6,1023.6,1,18,60,66
386,1,1018.6,7,5.028,20.4,0.3,44,26,1,6.2,24.4,3,8,22,22.8,6,1015.8,8,19.8,66,98
387,0,1009.2,0,5.0201,24.9,9.5,26,19,1,3.2,31.3,3,5,15,30.7,5,1006.4,4,24.4,66,91
388,0,1023.7,47,5.0363,10.1,10.3,24,6,0,0.6,20.1,0,1,9,19.6,11,1019.3,3,2.6,42,99
389,1,1017.4,28,5.0211,4.2,0,50,13,0,0.8,5.7,1,8,20,4.6,5,1014.7,8,2.4,47,97
390,0,1024.2,26,5.0284,19.4,8.6,63,19,0,13.6,20,0,3,31,19.6,4,1025.4,5,13.8,54,84
391,1,1011.3,8,5.0034,13.9,0.5,89,52,1,2,16,12,5,59,15.7,7,1014.6,8,11.2,62,88
392,0,1018.2,3,5.0112,22,12.7,33,13,0,8,30.7,0,0,9,29.8,12,1013.6,0,12,45,42
393,0,1026.5,27,5.0149,17,10.1,33,9,0,3,22.1,0,2,28,20.9,6,1023.5,1,10.5,46,76
394,0,1011,1,5.0278,18.9,8.2,44,24,0,7.8,27.1,0,1,13,25.8,12,1011.7,8,18.6,37,64
395,0,1016.8,21,5.0047,19.2,0,30,11,0,2.8,20.5,0,7,13,19.2,6,1014.6,7,18.2,50,68
396,1,1017.3,31,5.0151,21.2,0,46,9,1,4,24.9,5.6,8,35,24.1,4,1017.3,8,19.9,58,94
397,0,1032.1,14,5.01,11.2,3.8,39,13,0,1.8,16.1,0,5,24,15.4,10,1030.6,7,9,64,87
398,0,1007.4,1,5.0251,13.9,9.5,41,20,1,2.2,24.3,1.2,1,9,21.8,8,1006.1,1,9.5,40,57
399,1,1014.2,20,5.0274,16.6,6.2,61,20,0,2.6,19.7,1,6,28,15.5,3,1012.3,5,10.8,57,68
400,0,1030.1,45,5.0223,10.5,3.8,22,0,1,0.9,15.6,3.8,6,9,15.2,2,1029.1,6,7,58,99
401,0,1029.7,19,5.0157,8.9,1.2,30,17,0,1.8,11.9,0.2,8,13,11.3,8,1027.2,8,7.4,66,99
402,0,1021,6,5.0261,18,10.3,30,7,0,7.4,29.3,0,4,17,27.6,12,1016.1,8,13.1,44,73
403,0,1009.3,1,5.0232,19.8,5.2,30,7,1,5.2,25.1,7.6,7,7,24.3,11,1008.2,7,18.7,61,95
404,0,1017.6,32,5.0067,21,13.5,28,6,0,15.6,32.2,0,0,17,31.5,6,1014.7,0,14.9,37,53
405,0,1017.2,13,5.0185,16.9,0.9,31,4,0,5,24.2,0,8,20,22.9,12,1018,8,11.7,53,59
406,1,1009.7,2,5.0219,17.2,6.8,39,20,1,1.2,18.5,15.2,8,17,16.5,5,1009.6,3,15.8,57,83
407,0,1018,20,5.0188,23.2,13.4,65,35,0,11.8,31.6,0,0,28,30.6,3,1014,0,16.8,50,43
408,0,1003.1,17,5.0072,14.6,5.4,57,11,0,6.8,21.8,0,7,30,19.3,5,1003.8,8,14.1,53,84
409,1,1007.6,24,5.0257,29.1,10.7,48,19,0,16,41.2,0,7,20,39.7,9,1004.5,3,25.1,46,38
410,0,1023.9,15,5.0351,12.7,11.7,31,9,0,6.4,23.4,0,1,9,20.9,13,1021.8,2,5,48,64
411,0,1009.9,21,5.0316,23.6,8,28,6,0,7.4,30,0.2,7,13,27.6,7,1007.7,7,21.3,64,82
412,0,1015.7,11,5.0203,24.3,10.3,52,31,0,3.6,26.5,0,7,31,25,12,1012.9,2,16.6,60,48
413,1,1025.5,14,5.0209,12.7,9.2,33,6,1,3.2,18,1.4,3,17,17.9,1,1023.4,1,10.9,50,64
414,0,1024.3,31,5.0155,20.6,6.2,31,0,1,4.2,25.1,4.6,4,22,24.4,6,1023.7,6,18.7,64,89
415,0,1012.2,32,5.0124,18.9,1,39,13,0,2.4,22.2,0.2,8,19,21.3,9,1013.1,8,16.9,63,83
416,0,1008.3,6,5.0245,16.9,8.7,54,19,1,4.4,24.1,9.4,7,31,21.7,1,1010.6,7,13.8,44,60
417,0,1015,33,5.017,18.9,11.1,31,20,0,40,29.2,0,1,13,26.8,9,1012.3,1,12.6,38,43
418,0,1018.3,8,5.0142,22.4,7.5,39,11,0,4.6,26,0,3,24,25.3,7,1015.9,7,16.6,59,63
419,0,1014.4,4,5.0004,28.6,13,44,17,0,15.2,37.3,0,1,13,35.5,9,1009.3,1,16.4,39,5
420,0,1021.3,3,5.0194,16.7,10.5,28,7,0,4,23.7,0,1,19,21.8,4,1017.6,0,7.7,41,52
421,0,1032.3,15,5.0173,8.2,8.5,31,13,0,1.8,19.8,0,4,13,18.9,12,1028.8,1,1,38,70
422,0,1021.6,19,5.0133,9.9,6,41,22,1,1.4,17.9,2.2,7,26,17.1,8,1021.4,8,7.8,44,85
423,0,1012.8,38,5.0219,17.9,13,43,22,0,5,28.4,0,4,26,25,3,1011.5,1,12.1,42,66
424,0,1025.1,27,5.0164,12.9,3.5,31,2,0,1,24.8,0,8,22,23.8,8,1021.4,8,10.7,58,98
425,0,1023.9,17,5.0218,13.7,11.3,31,6,0,2.4,17.6,0.4,1,19,17.2,1,1021.7,1,6.8,44,55
426,1,1010,32,5.0307,9,0,61,30,1,3.2,11.9,15.6,8,26,10.6,9,1008.6,8,8.6,60,84
427,0,1015.3,48,5.0193,19.6,11.5,70,4,0,9,35.3,0,1,30,34.4,9,1011.4,2,13.9,42,58
428,0,1021.2,43,5.0144,15.5,6,26,17,0,4,22.4,0,8,9,20,5,1016.8,6,8.8,41,61
429,0,1021.9,21,5.0139,20.7,7,26,4,0,4.8,24,0,5,6,22.4,6,1018.3,5,14.8,66,67
430,1,1014,11,5.0158,25.3,6.9,52,9,1,3.6,29.2,10.4,8,28,27.6,0,1012.4,7,22.7,63,86
431,1,1010,25,5.022,21.8,5.1,70,26,0,5.6,24.9,0,6,33,23,9,1012.5,6,17.7,51,75
432,1,999.3,17,5.0169,14.3,6.7,91,28,0,3.8,18.8,0,4,37,16.1,10,997.5,7,8,50,60
433,0,1029.8,3,5.0196,12.1,9.4,37,7,0,2.8,20.8,0,1,13,20,7,1025.8,5,3.7,44,58
434,1,1023.9,36,5.0183,14.9,7.5,31,7,0,0.8,27.2,0.4,6,13,25.1,1,1019.2,1,9.6,45,81
435,0,1004.3,29,5.0068,15,3.2,81,2,0,4.2,18.5,0,7,30,17.6,13,1003.5,7,9.5,41,61
436,0,1006.9,37,5.0167,24.3,12.8,57,24,0,8.8,31.1,0,1,22,29.7,10,1008.2,1,21.3,50,34
